Price,Close,High,Low,Open,Volume
Ticker,VUKE.L,VUKE.L,VUKE.L,VUKE.L,VUKE.L
Date,,,,,
2012-05-01,14.367717742919922,14.63947596277827,14.280429280628647,14.32116382236904,428312
2012-06-01,15.009056091308594,15.272026955210446,14.191975621227598,14.315343558557245,271305
2012-07-01,15.310437202453613,15.492579457736976,14.850717306967574,15.17077541990343,305342
2012-08-01,15.581032752990723,16.02038649859097,15.304618313894304,15.304618313894304,533960
2012-09-01,15.467610359191895,16.194958243091293,15.396558007034102,15.636311274745555,665756
2012-10-01,15.69450855255127,16.057629880225672,15.61577432637198,15.706147312781845,2030735
2012-11-01,15.997110366821289,16.082652927441423,15.29298199071274,15.834171046182954,805822
2012-12-01,15.92436695098877,16.28632391044753,15.886541540245071,16.014565665859703,1383447
2013-01-01,17.064943313598633,17.199367341462896,16.161213382398582,16.258977421687757,1139159
2013-02-01,17.35299301147461,17.45192024709061,16.811802905453728,17.06203068436086,2918269
2013-03-01,17.32011604309082,17.83715626664687,17.163869624203652,17.347175106719337,3679758
2013-04-01,17.56814193725586,17.73291665180332,16.970028457380163,17.57986993764103,1631093
2013-05-01,18.148666381835938,18.84060277412008,17.517127068916444,17.679556413594685,3614032
2013-06-01,16.88019561767578,18.1281440105905,16.448145256595843,17.972750786178747,4633260
2013-07-01,18.20737075805664,18.34839763486445,17.14654778531259,17.34784615922286,4819261
2013-08-01,17.77295684814453,18.432727136516434,17.73027999343316,18.324656080107136,1188851
2013-09-01,17.828824996948242,18.55723854747966,17.79004990720785,17.998057718621002,2669915
2013-10-01,18.795625686645508,19.046253577511866,17.648161834761396,17.987679187943765,3533100
2013-11-01,18.54732894897461,18.934724064044985,18.535697134544847,18.791122447438763,2988124
2013-12-01,18.822601318359375,18.87482611967001,18.0058411527211,18.61124674920464,4056460
2014-01-01,18.273605346679688,19.25778928775292,18.036834237897263,18.968837937869964,4941197
2014-02-01,19.16187286376953,19.359012013260305,18.016504507375544,18.241934271952747,5056846
2014-03-01,17.973495483398438,19.23728003113734,17.662827949245152,19.014082376696514,4959174
2014-04-01,19.267099380493164,19.289367776808213,18.43563105850928,18.72135975661724,4760581
2014-05-01,19.491365432739258,19.72565632723002,19.245155459646522,19.311020273643575,3886626
2014-06-01,19.052257537841797,19.634065581840535,18.906413389055583,19.593292823673092,4179366
2014-07-01,19.248817443847656,19.612332278027754,18.977372122832556,19.29326446093686,5303406
2014-08-01,19.632965087890625,19.68693611162402,18.71195521156053,19.2043675321706,21605662
2014-09-01,18.937686920166016,19.891523530452268,18.853617870933704,19.64884160852766,11429263
2014-10-01,18.897335052490234,19.073645819696896,17.531725440093393,19.060822907171985,21305824
2014-11-01,19.50480842590332,19.624763688883295,18.608827208921788,18.842839879423174,9899361
2014-12-01,18.96144676208496,19.580778954041495,17.81189831083581,19.323684838319206,14600497
2015-01-01,19.542964935302734,19.88189468978667,18.27988096681352,19.1397844416964,20173452
2015-02-01,20.15418815612793,20.20740828039757,19.492004013165808,19.639729415673358,7379250
2015-03-01,19.607471466064453,20.435119653705787,19.47522833087525,20.09773902907075,7627575
2015-04-01,20.39364242553711,20.83259946667885,19.73748168965781,19.769346616406867,6671575
2015-05-01,20.582225799560547,20.842998421596892,19.955004130789053,20.35787022756243,16524731
2015-06-01,19.10927963256836,20.76834289385195,19.09315243667313,20.686274295451106,16428509
2015-07-01,19.80713653564453,20.16313034682603,19.05031820014357,19.464326749012198,10445284
2015-08-01,18.650156021118164,19.982728383478552,17.21958554819508,19.764285997914968,17497229
2015-09-01,17.863998413085938,18.80178045161452,17.33824697040751,18.49852527921166,12289459
2015-10-01,18.97005844116211,19.403193219880713,18.07205559089191,18.340056702073685,7809137
2015-11-01,19.066722869873047,19.321723414689462,18.240053930038542,18.913389391777745,6100641
2015-12-01,18.65338134765625,19.40005050797482,17.65004597478375,19.210050117525316,6881909
2016-01-01,18.300973892211914,18.798136763183567,16.964008614577985,18.798136763183567,10679489
2016-02-01,18.428619384765625,18.4834417986164,16.57433600328378,18.37823074100329,8007511
2016-03-01,18.547880172729492,18.781345191729024,18.235809241245907,18.374881043111987,16393248
2016-04-01,19.010835647583008,19.640652913012495,18.394672132719723,18.53921240070528,9695114
2016-05-01,19.019319534301758,19.206136089271368,18.430299113417977,19.051553207709382,10025857
2016-06-01,19.655498504638672,19.655498504638672,17.456851505820932,18.99386831513259,21747965
2016-07-01,20.67784881591797,20.84486971028556,19.7015529669773,20.08725116288821,16949047
2016-08-01,21.0377140045166,21.550829556972634,20.317287131298436,20.803540622497614,10047811
2016-09-01,21.158252716064453,21.48885142053711,20.590038696949346,21.134146738423784,8127252
2016-10-01,21.531417846679688,22.03963717704322,21.35404768048519,21.371436704355634,11249442
2016-11-01,21.079288482666016,21.750514894062643,20.70364484930449,21.625311847649204,10654724
2016-12-01,22.09657096862793,22.1226551692256,20.795156290489444,21.089730908459252,9547107
2017-01-01,22.16562271118164,22.957897283999465,22.16562271118164,22.2514270058608,9563950
2017-02-01,22.792522430419922,23.941253893933812,22.130599578290266,22.291703236901192,7729413
2017-03-01,22.885326385498047,23.47352488447312,22.612080681267972,22.90809173953656,11348986
2017-04-01,22.785940170288086,23.331385838966995,22.3794014758687,23.132681218203583,9971474
2017-05-01,23.858003616333008,24.052850698514533,22.78707215894743,22.800086079275456,8043437
2017-06-01,22.977005004882812,24.109472987468248,22.92039267339416,23.95708237381534,8480166
2017-07-01,23.489168167114258,23.90527515434339,23.24315980959085,23.284789930962056,7069666
2017-08-01,23.83696937561035,24.06164016666187,23.363672283063526,23.593149495475068,7403832
2017-09-01,23.38518524169922,23.929260110641508,22.99435506365471,23.88358132578974,6653914
2017-10-01,24.136362075805664,24.303144477912756,23.68851454953996,23.7049015090557,5516943
2017-11-01,23.661392211914062,24.392567534531192,23.661392211914062,24.22700227742497,7016356
2017-12-01,24.727352142333984,24.716475450065552,23.55262235196991,23.690398397700772,8257381
2018-01-01,24.32601547241211,25.187371962254396,24.315066473873138,24.89173507876406,8206685
